N,P,K,ph,temperature,humidity,rainfall,altitude_m,Zn,S,soil_moisture
-1.148739940954967,-0.12741396272802885,0.07276698907367743,3.1668608230959547,-0.47798319064336253,-0.888130316289665,-0.5074780663381152,0.79244679047149,-0.6669045598913974,-0.778078209064282,0.5595932393991109
0.196287069905542,-0.30317402137136584,-0.07558336967545917,-1.4148565995223172,1.2425618916337506,1.0975793285594375,0.3030134710988585,-1.2415175184546483,-0.7353686225167086,0.3046851340804603,-0.16310762283896893
1.577422188440158,-0.06475550182167925,-0.6782665921177433,0.21091409882610157,-1.872730366556034,-1.4571662841220274,-1.6620272725354377,1.0995184959495323,-0.5676008602565147,0.1783627440469071,-0.3437828383984889
0.764989765772737,-0.2592340067105316,-0.9835122902799668,-0.2915968442997733,-1.872730366556034,-1.4571662841220274,-1.6620272725354377,1.0995184959495323,-0.1239845432726792,0.5057181947910009,-0.3437828383984889
0.27903481665870494,-0.21529399204969735,0.5474881370709146,-0.9714645908818396,1.2425618916337506,1.0975793285594375,0.3030134710988585,-1.2415175184546483,0.017736066361715132,0.3046851340804603,-0.16310762283896893
0.658169947236835,-0.1567073058352517,0.11232708474011387,0.06311676261260941,-1.9242986466713414,-2.024050889701809,-1.761332547481734,1.8266497867908635,0.1546641916123376,-0.4171570946827013,-1.0664837006365668
2.908235107309351,-0.30317402137136584,-1.1140358809194155,-0.38027524602786966,-0.32895960075827896,0.35213145206610963,0.7965305955257811,0.06223796598851326,-0.80383268514202,-0.23669653749191089,0.37891802383959095
-0.28816337472206865,-0.3022952210781492,1.086494440526111,0.38827090228229294,0.8547072410906325,0.39946147390104064,-0.0831737092980051,-0.5093442541246725,0.394288410800927,-0.6192729187363866,-0.16310762283896893
-1.040415617932644,-0.20064732049608594,-0.31294394367407774,0.2552532996901497,2.104801020849423,1.0631574908892447,-0.5455952414767361,-1.7670539886617043,0.1957426291875244,-0.07428203602019949,-1.0664837006365668
-0.46569490411976455,-0.30317402137136584,-0.8272251873377513,-0.6758699184548539,0.15001357945066987,-1.0806774578188627,-1.0466354923421426,0.5304612012219644,-0.6669045598913974,-0.4171570946827013,-1.4278341317556067
-0.4476408502827106,-0.27388067826414303,-0.4068991708818643,-0.5428523158627108,0.15001357945066987,-1.0806774578188627,-1.0466354923421426,0.5304612012219644,0.0862001289870263,1.2069879200344122,-1.4278341317556067
-0.43861382336418386,-0.11891889322693423,0.3200175869889051,3.329437892930796,-0.47798319064336253,-0.888130316289665,-0.5074780663381152,0.79244679047149,-0.4615123720154636,-0.6192729187363866,0.5595932393991109
0.5317915703774585,-0.21529399204969735,0.15683219236485485,-0.2324779098143762,-0.32895960075827896,0.35213145206610963,0.7965305955257811,0.06223796598851326,-0.05072799626359618,-0.23669653749191089,0.37891802383959095
-1.5034112568721842,-0.27388067826414303,-0.7035998883801374,0.4326101031463411,-0.4189855822207478,0.09289200261238238,0.8607279450361673,0.4705701181770695,-0.6669045598913974,-0.9224466548169143,1.1016188860776708
-1.166793994792021,-0.30317402137136584,0.16672221628146394,-0.08468057360088405,-0.4189855822207478,0.09289200261238238,0.8607279450361673,0.4705701181770695,-0.6669045598913974,-1.319459880636653,1.1016188860776708
0.764989765772737,-0.26957455682738124,-0.10264247511130159,-0.4246144468919165,-0.5734719133848691,-0.17925563778288436,0.008608438307032925,0.581866495951623,-0.24379665286697394,-0.019602487191390173,0.37891802383959095
-0.13771292607995345,0.25339949766586795,-0.5750295774642191,-0.27681711067842435,-0.32895960075827896,0.35213145206610963,0.7965305955257811,0.06223796598851326,1.318553256242629,0.12422457688966987,0.37891802383959095
0.20080058336480539,-0.2445873351569202,0.8936389741522334,-0.2324779098143762,0.8547072410906325,0.39946147390104064,-0.0831737092980051,-0.5093442541246725,-0.5984404972660862,0.3046851340804603,-0.16310762283896893
0.09999878277458811,-0.21529399204969735,-1.084365809169588,-0.6758699184548539,-0.4189855822207478,0.09289200261238238,0.8607279450361673,0.4705701181770695,-0.80383268514202,-0.4171570946827013,1.1016188860776708
